id,speech_id,person_id,surname
2004,2925505,9494,johnson
2005,2925506,34596,hartunian
2006,2925507,34596,hartunian
2007,2925508,21398,fisher
2008,2925509,29190,wagner
2009,2925510,29190,wagner
2010,2925511,29190,wagner
2011,2925512,34594,spero
2012,2925513,9494,johnson
2013,2925514,21398,fisher
2014,2925515,21398,fisher
2015,2925516,29190,wagner
2016,2925517,29190,wagner
2017,2925518,29190,wagner
2018,2925519,21398,fisher
2019,2925520,9494,johnson
2020,2925521,29190,wagner
2021,2925522,29190,wagner
2022,2925523,9494,johnson
2023,2925524,21398,fisher
2024,2925525,21398,fisher
2025,2925526,21398,fisher
2026,2925527,21398,fisher
2027,2925528,21398,fisher
2028,2925529,21398,fisher
2029,2925530,21398,fisher
2030,2925531,29190,wagner
2031,2925532,29190,wagner
2032,2925533,29190,wagner
2033,2925534,29190,wagner
2034,2925535,29190,wagner
2035,2925536,29190,wagner
2036,2925537,21398,fisher
2037,2925538,21398,fisher
2038,2925539,21398,fisher
2039,2925540,21398,fisher
2040,2925541,21398,fisher
2041,2925542,21398,fisher
2042,2925543,21398,fisher
2043,2925544,21398,fisher
2044,2925545,21398,fisher
2045,2925546,21398,fisher
2046,2925547,21398,fisher
2047,2925548,9494,johnson
2048,2925549,21398,fisher
2049,2925550,29190,wagner
2050,2925551,34594,spero
2051,2925552,34594,spero
2052,2925553,34595,rodriguez
2053,2925554,34595,rodriguez
2054,2925555,34596,hartunian
2055,2925556,29190,wagner
2056,2925557,29190,wagner
2057,2925558,29190,wagner
2058,2925559,29190,wagner
2059,2925560,29190,wagner
2060,2925561,29190,wagner
2061,2925562,29190,wagner
2062,2925563,29190,wagner
2063,2925564,29190,wagner
2064,2925565,29190,wagner
2065,2925566,21398,fisher
2066,2925567,9494,johnson
2067,2925568,21398,fisher
2068,2925569,21398,fisher
2069,2925570,9494,johnson
2070,2925571,34594,spero
2071,2925572,9494,johnson
2072,2925573,21398,fisher
2073,2925574,9494,johnson
2074,2925575,21398,fisher
2075,2925576,9494,johnson
2076,2925577,21398,fisher
2077,2925578,9494,johnson
2078,2925579,21398,fisher
2079,2925580,9494,johnson
2080,2925581,29190,wagner
2081,2925582,9494,johnson
2082,2925583,34594,spero
2083,2925584,9494,johnson
2084,2925585,34595,rodriguez
2085,2925586,9494,johnson
2086,2925587,34596,hartunian
2087,2925588,9494,johnson
2088,2925589,34596,hartunian
2089,2925590,9494,johnson
2090,2925591,34594,spero
2091,2925592,34594,spero
2092,2925593,34594,spero
2093,2925594,21398,fisher
2094,2925595,34596,hartunian
2095,2925596,34596,hartunian
2096,2925597,34595,rodriguez
2097,2925598,34595,rodriguez
2098,2925599,34595,rodriguez
2099,2925600,34594,spero
2100,2925601,29190,wagner
2101,2925602,21398,fisher
2102,2925603,34594,spero
2103,2925604,34594,spero
2104,2925605,34594,spero
2105,2925606,29190,wagner
2106,2925607,29190,wagner
2107,2925608,29190,wagner
2108,2925609,29190,wagner
2109,2925610,29190,wagner
2110,2925611,29190,wagner
2111,2925612,9494,johnson
2112,2925613,9494,johnson
2113,2925614,9494,johnson
2114,2925615,21405,borkowski
2115,2925616,29614,vitiello
2116,2925617,34598,duong
2117,2925618,24425,gambler
2118,2925619,34599,garcia
2119,2925620,9494,johnson
2120,2925621,9494,johnson
2121,2925622,21405,borkowski
2122,2925623,9494,johnson
2123,2925624,29614,vitiello
2124,2925625,9494,johnson
2125,2925626,34598,duong
2126,2925627,9494,johnson
2127,2925628,24425,gambler
2128,2925629,9494,johnson
2129,2925630,34599,garcia
2130,2925631,9494,johnson
2131,2925632,24425,gambler
2132,2925633,24425,gambler
2133,2925634,24425,gambler
2134,2925635,9494,johnson
2135,2925636,9494,johnson
2136,2925637,29614,vitiello
2137,2925638,9494,johnson
2138,2925639,29614,vitiello
2139,2925640,9494,johnson
2140,2925641,29614,vitiello
2141,2925642,9494,johnson
2142,2925643,29614,vitiello
2143,2925644,9494,johnson
2144,2925645,24425,gambler
2145,2925646,9494,johnson
2146,2925647,29614,vitiello
2147,2925648,29614,vitiello
2148,2925649,29614,vitiello
2149,2925650,29614,vitiello
2150,2925651,29614,vitiello
2151,2925652,29614,vitiello
2152,2925653,29614,vitiello
2153,2925654,29614,vitiello
2154,2925655,29614,vitiello
2155,2925656,29614,vitiello
2156,2925657,29614,vitiello
2157,2925658,29614,vitiello
2158,2925659,29614,vitiello
2159,2925660,29614,vitiello
2160,2925661,9494,johnson
2161,2925662,34599,garcia
2162,2925663,21405,borkowski
2163,2925664,29614,vitiello
2164,2925665,29614,vitiello
2165,2925666,9494,johnson
2166,2925667,9494,johnson
2167,2925668,29614,vitiello
2168,2925669,9494,johnson
2169,2925670,29614,vitiello
2170,2925671,9494,johnson
2171,2925672,29614,vitiello
2172,2925673,9494,johnson
2173,2925674,34599,garcia
2174,2925675,9494,johnson
2175,2925676,34599,garcia
2176,2925677,9494,johnson
2177,2925678,34599,garcia
2178,2925679,9494,johnson
2179,2925680,29614,vitiello
2180,2925681,9494,johnson
2181,2925682,29614,vitiello
2182,2925683,29614,vitiello
2183,2925684,34598,duong
2184,2925685,34598,duong
2185,2925686,34598,duong
2186,2925687,34598,duong
2187,2925688,34598,duong
2188,2925689,34598,duong
2189,2925690,34598,duong
2190,2925691,24425,gambler
2191,2925692,24425,gambler
2192,2925693,34599,garcia
2193,2925694,9494,johnson
2194,2925695,29614,vitiello
2195,2925696,21405,borkowski
2196,2925697,21405,borkowski
2197,2925698,21405,borkowski
2198,2925699,29614,vitiello
2199,2925700,29614,vitiello
2200,2925701,21405,borkowski
2201,2925702,21405,borkowski
2202,2925703,21405,borkowski
2203,2925704,29614,vitiello
2204,2925705,29614,vitiello
2205,2925706,29614,vitiello
2206,2925707,9494,johnson
2207,2925708,29614,vitiello
2208,2925709,9494,johnson
2209,2925710,29614,vitiello
2210,2925711,9494,johnson
2211,2925712,29614,vitiello
2212,2925713,9494,johnson
2213,2925714,9494,johnson
2214,2925715,9494,johnson
2215,2925716,29614,vitiello
2216,2925717,9494,johnson
2217,2925718,21405,borkowski
2218,2925719,29614,vitiello
2219,2925720,29614,vitiello
2220,2925721,29614,vitiello
2221,2925722,24425,gambler
2222,2925723,34598,duong
2223,2925724,9494,johnson
2224,2925725,9494,johnson
2225,2925726,29614,vitiello
2226,2925727,9494,johnson
2227,2925728,29614,vitiello
2228,2925729,9494,johnson
2229,2925730,29614,vitiello
2230,2925731,9494,johnson
2231,2925732,29614,vitiello
2232,2925733,9494,johnson
2233,2925734,29614,vitiello
2234,2925735,9494,johnson
2235,2925736,29614,vitiello
2236,2925737,9494,johnson
2237,2925738,29614,vitiello
2238,2925739,9494,johnson
2239,2925740,29614,vitiello
2240,2925741,9494,johnson
2241,2925742,29614,vitiello
2242,2925743,9494,johnson
2243,2925744,29614,vitiello
2244,2925745,9494,johnson
2245,2925746,29614,vitiello
2246,2925747,9494,johnson
2247,2925748,29614,vitiello
2248,2925749,9494,johnson
2249,2925750,29614,vitiello
2250,2925751,9494,johnson
2251,2925752,29614,vitiello
2252,2925753,21405,borkowski
2253,2925754,21405,borkowski
2254,2925755,29614,vitiello
2255,2925756,34599,garcia
2256,2925757,24425,gambler
2257,2925758,24425,gambler
2258,2925759,34598,duong
2259,2925760,29614,vitiello
2260,2925761,21405,borkowski
2261,2925762,9494,johnson
2262,2925763,9494,johnson
2263,2925764,9494,johnson
2264,2925765,31430,osuna
2265,2925766,6210,greenberg
2266,2925767,34600,miller
2267,2925768,34601,langlois
2268,2925769,9494,johnson
2269,2925770,31430,osuna
2270,2925771,9494,johnson
2271,2925772,31430,osuna
2272,2925773,9494,johnson
2273,2925774,6210,greenberg
2274,2925775,9494,johnson
2275,2925776,9494,johnson
2276,2925777,34600,miller
2277,2925778,9494,johnson
2278,2925779,34601,langlois
2279,2925780,9494,johnson
2280,2925781,6210,greenberg
2281,2925782,9494,johnson
2282,2925783,34600,miller
2283,2925784,9494,johnson
2284,2925785,34600,miller
2285,2925786,9494,johnson
2286,2925787,34600,miller
2287,2925788,9494,johnson
2288,2925789,34600,miller
2289,2925790,9494,johnson
2290,2925791,34600,miller
2291,2925792,9494,johnson
2292,2925793,34600,miller
2293,2925794,9494,johnson
2294,2925795,34600,miller
2295,2925796,9494,johnson
2296,2925797,34600,miller
2297,2925798,9494,johnson
2298,2925799,34600,miller
2299,2925800,9494,johnson
2300,2925801,34600,miller
2301,2925802,34600,miller
2302,2925803,34600,miller
2303,2925804,34600,miller
2304,2925805,31430,osuna
2305,2925806,34600,miller
2306,2925807,34601,langlois
2307,2925808,34601,langlois
2308,2925809,34601,langlois
2309,2925810,34600,miller
2310,2925811,6210,greenberg
2311,2925812,31430,osuna
2312,2925813,31430,osuna
2313,2925814,31430,osuna
2314,2925815,31430,osuna
2315,2925816,9494,johnson
2316,2925817,9494,johnson
2317,2925818,34601,langlois
2318,2925819,34601,langlois
2319,2925820,34601,langlois
2320,2925821,31430,osuna
2321,2925822,31430,osuna
2322,2925823,31430,osuna
2323,2925824,9494,johnson
2324,2925825,34600,miller
2325,2925826,34600,miller
2326,2925827,34601,langlois
2327,2925828,34601,langlois
2328,2925829,9494,johnson
2329,2925830,34600,miller
2330,2925831,34600,miller
2331,2925832,34600,miller
2332,2925833,34600,miller
2333,2925834,9494,johnson
2334,2925835,34600,miller
2335,2925836,9494,johnson
2336,2925837,34600,miller
2337,2925838,9494,johnson
2338,2925839,6210,greenberg
2339,2925840,9494,johnson
2340,2925841,6210,greenberg
2341,2925842,9494,johnson
2342,2925843,6210,greenberg
2343,2925844,9494,johnson
2344,2925845,6210,greenberg
2345,2925846,9494,johnson
2346,2925847,6210,greenberg
2347,2925848,9494,johnson
2348,2925849,6210,greenberg
2349,2925850,9494,johnson
2350,2925851,6210,greenberg
2351,2925852,9494,johnson
2352,2925853,6210,greenberg
2353,2925854,9494,johnson
2354,2925855,6210,greenberg
2355,2925856,9494,johnson
2356,2925857,6210,greenberg
2357,2925858,9494,johnson
2358,2925859,6210,greenberg
2359,2925860,9494,johnson
2360,2925861,6210,greenberg
2361,2925862,9494,johnson
2362,2925863,6210,greenberg
2363,2925864,9494,johnson
2364,2925865,9494,johnson
2365,2925866,6210,greenberg
2366,2925867,9494,johnson
2367,2925868,6210,greenberg
2368,2925869,9494,johnson
2369,2925870,6210,greenberg
2370,2925871,9494,johnson
2371,2925872,6210,greenberg
2372,2925873,9494,johnson
2373,2925874,31430,osuna
2374,2925875,9494,johnson
2375,2925876,31430,osuna
2376,2925877,9494,johnson
2377,2925878,31430,osuna
2378,2925879,9494,johnson
2379,2925880,31430,osuna
2380,2925881,9494,johnson
2381,2925882,31430,osuna
2382,2925883,9494,johnson
2383,2925884,31430,osuna
2384,2925885,9494,johnson
2385,2925886,31430,osuna
2386,2925887,9494,johnson
2387,2925888,31430,osuna
2388,2925889,9494,johnson
2389,2925890,31430,osuna
2390,2925891,6210,greenberg
2391,2925892,34600,miller
2392,2925893,34600,miller
2393,2925894,34601,langlois
2394,2925895,34601,langlois
2395,2925896,34601,langlois
2396,2925897,34601,langlois
2397,2925898,34601,langlois
2398,2925899,34601,langlois
2399,2925900,9494,johnson
2400,2925901,31430,osuna
2401,2925902,9494,johnson
2402,2925903,34601,langlois
2403,2925904,34601,langlois
2404,2925905,9494,johnson
2405,2925906,31430,osuna
2406,2925907,9494,johnson
2407,2925908,9494,johnson
2408,2925909,6210,greenberg
2409,2925910,9494,johnson
2410,2925911,34600,miller
2411,2925912,9494,johnson
2412,2925913,34601,langlois
2413,2925914,9494,johnson
2414,2925915,9494,johnson
2415,2925916,9494,johnson
2416,2925917,34602,brown
2417,2925918,25470,edge
2418,2925919,9494,johnson
2419,2925920,34602,brown
2420,2925921,9494,johnson
2421,2925922,9494,johnson
2422,2925923,25470,edge
2423,2925924,9494,johnson
2424,2925925,25470,edge
2425,2925926,9494,johnson
2426,2925927,25470,edge
2427,2925928,9494,johnson
2428,2925929,25470,edge
2429,2925930,9494,johnson
2430,2925931,9494,johnson
2431,2925932,9494,johnson
2432,2925933,9494,johnson
2433,2925934,25470,edge
2434,2925935,9494,johnson
2435,2925936,25470,edge
2436,2925937,9494,johnson
2437,2925938,25470,edge
2438,2925939,9494,johnson
2439,2925940,25470,edge
2440,2925941,9494,johnson
2441,2925942,9494,johnson
2442,2925943,9494,johnson
2443,2925944,34602,brown
2444,2925945,9494,johnson
2445,2925946,34602,brown
2446,2925947,25470,edge
2447,2925948,25470,edge
2448,2925949,25470,edge
2449,2925950,25470,edge
2450,2925951,9494,johnson
2451,2925952,25470,edge
2452,2925953,25470,edge
2453,2925954,25470,edge
2454,2925955,25470,edge
2455,2925956,9494,johnson
2456,2925957,34602,brown
2457,2925958,34602,brown
2458,2925959,34602,brown
2459,2925960,34602,brown
2460,2925961,25470,edge
2461,2925962,34602,brown
2462,2925963,25470,edge
2463,2925964,9494,johnson
2464,2925965,34602,brown
2465,2925966,25470,edge
2466,2925967,34602,brown
2467,2925968,34602,brown
2468,2925969,25470,edge
2469,2925970,9494,johnson
2470,2925971,34602,brown
2471,2925972,34602,brown
2472,2925973,25470,edge
2473,2925974,9494,johnson
2474,2925975,34602,brown
2475,2925976,34602,brown
2476,2925977,34602,brown
2477,2925978,34602,brown
2478,2925979,34602,brown
2479,2925980,34602,brown
2480,2925981,34602,brown
2481,2925982,34602,brown
2482,2925983,9494,johnson
2483,2925984,34602,brown
2484,2925985,9494,johnson
2485,2925986,34602,brown
2486,2925987,9494,johnson
2487,2925988,34602,brown
2488,2925989,25470,edge
2489,2925990,9494,johnson
2490,2925991,34602,brown
2491,2925992,34602,brown
2492,2925993,25470,edge
2493,2925994,9494,johnson
2494,2925995,25470,edge
2495,2925996,9494,johnson
2496,2925997,9494,johnson
2497,2925998,34602,brown
2498,2925999,9494,johnson
2499,2926000,34602,brown
2500,2926001,9494,johnson
2501,2926002,34602,brown
2502,2926003,9494,johnson
2503,2926004,34602,brown
2504,2926005,9494,johnson
2505,2926006,34602,brown
2506,2926007,9494,johnson
2507,2926008,34602,brown
2508,2926009,9494,johnson
2509,2926010,34602,brown
2510,2926011,9494,johnson
2511,2926012,34602,brown
2512,2926013,9494,johnson
2513,2926014,34602,brown
2514,2926015,9494,johnson
2515,2926016,34602,brown
2516,2926017,9494,johnson
2517,2926018,34602,brown
2518,2926019,9494,johnson
2519,2926020,34602,brown
2520,2926021,9494,johnson
2521,2926022,9494,johnson
2522,2926023,25470,edge
2523,2926024,9494,johnson
2524,2926025,25470,edge
2525,2926026,9494,johnson
2526,2926027,34604,willard
2527,2926028,34605,griffin
2528,2926029,34604,willard
2529,2926030,34604,willard
2530,2926031,34604,willard
2531,2926032,34604,willard
2532,2926033,34605,griffin
2533,2926034,34605,griffin
2534,2926035,34604,willard
2535,2926036,34605,griffin
2536,2926037,34605,griffin
2537,2926038,34605,griffin
2538,2926039,29520,botticelli
2539,2926040,20402,kerlikowske
2540,2926041,34607,riley
2541,2926042,34607,riley
2542,2926043,34607,riley
2543,2926044,29520,botticelli
2544,2926045,20402,kerlikowske
2545,2926046,29520,botticelli
2546,2926047,20402,kerlikowske
2547,2926048,34607,riley
2548,2926049,20402,kerlikowske
2549,2926050,29520,botticelli
2550,2926051,34607,riley
2551,2926052,34607,riley
2552,2926053,34607,riley
2553,2926054,34607,riley
2554,2926055,34607,riley
2555,2926056,29520,botticelli
2556,2926057,29520,botticelli
2557,2926058,29520,botticelli
2558,2926059,20402,kerlikowske
2559,2926060,34607,riley
2560,2926061,9494,johnson
2561,2926062,9494,johnson
2562,2926063,34608,gianopoulos
2563,2926064,34610,casas-zamora
2564,2926065,28926,wood
2565,2926066,9494,johnson
2566,2926067,34608,gianopoulos
2567,2926068,9494,johnson
2568,2926069,9494,johnson
2569,2926070,34610,casas-zamora
2570,2926071,34610,casas-zamora
2571,2926072,9494,johnson
2572,2926073,28926,wood
2573,2926074,9494,johnson
2574,2926075,9494,johnson
2575,2926076,34608,gianopoulos
2576,2926077,9494,johnson
2577,2926078,34610,casas-zamora
2578,2926079,9494,johnson
2579,2926080,34610,casas-zamora
2580,2926081,9494,johnson
2581,2926082,28926,wood
2582,2926083,9494,johnson
2583,2926084,28926,wood
2584,2926085,9494,johnson
2585,2926086,28926,wood
2586,2926087,9494,johnson
2587,2926088,9494,johnson
2588,2926089,9494,johnson
2589,2926090,9494,johnson
2590,2926091,9494,johnson
2591,2926092,9494,johnson
2592,2926093,9494,johnson
2593,2926094,34610,casas-zamora
2594,2926095,34610,casas-zamora
2595,2926096,34610,casas-zamora
2596,2926097,34610,casas-zamora
2597,2926098,28926,wood
2598,2926099,34610,casas-zamora
2599,2926100,34610,casas-zamora
2600,2926101,9494,johnson
2601,2926102,9494,johnson
2602,2926103,9494,johnson
2603,2926104,9494,johnson
2604,2926105,9494,johnson
2605,2926106,9494,johnson
2606,2926107,9494,johnson
2607,2926108,34608,gianopoulos
2608,2926109,34608,gianopoulos
2609,2926110,34608,gianopoulos
2610,2926111,34608,gianopoulos
2611,2926112,34610,casas-zamora
2612,2926113,34610,casas-zamora
2613,2926114,28926,wood
2614,2926115,34610,casas-zamora
2615,2926116,9494,johnson
2616,2926117,28926,wood
2617,2926118,34610,casas-zamora
2618,2926119,34610,casas-zamora
2619,2926120,34608,gianopoulos
2620,2926121,34608,gianopoulos
2621,2926122,9494,johnson
2622,2926123,34608,gianopoulos
2623,2926124,9494,johnson
2624,2926125,34610,casas-zamora
2625,2926126,9494,johnson
2626,2926127,34608,gianopoulos
2627,2926128,9494,johnson
2628,2926129,34610,casas-zamora
2629,2926130,9494,johnson
2630,2926131,34610,casas-zamora
2631,2926132,9494,johnson
2632,2926133,28926,wood
2633,2926134,9494,johnson
2634,2926135,28926,wood
2635,2926136,9494,johnson
2636,2926137,9494,johnson
2637,2926138,9494,johnson
2638,2926139,28926,wood
2639,2926140,9494,johnson
2640,2926141,34610,casas-zamora
2641,2926142,9494,johnson
2642,2926143,9494,johnson
2643,2926144,34610,casas-zamora
2644,2926145,28926,wood
2645,2926146,28926,wood
2646,2926147,34610,casas-zamora
2647,2926148,34610,casas-zamora
2648,2926149,9494,johnson
2649,2926150,34608,gianopoulos
2650,2926151,34608,gianopoulos
2651,2926152,9494,johnson
2652,2926153,9494,johnson
2653,2926154,28926,wood
2654,2926155,9494,johnson
2655,2926156,34610,casas-zamora
2656,2926157,9494,johnson
2657,2926158,9494,johnson
2658,2926159,9494,johnson
2659,2926160,34608,gianopoulos
2660,2926161,9494,johnson
2661,2926162,9494,johnson
2662,2926163,9494,johnson
2663,2926164,9494,johnson
2664,2926165,9494,johnson
2665,2926166,34611,ducey
2666,2926167,20402,kerlikowske
2667,2926168,34612,montgomery
2668,2926169,9494,johnson
2669,2926170,34611,ducey
2670,2926171,9494,johnson
2671,2926172,20402,kerlikowske
2672,2926173,9494,johnson
2673,2926174,20402,kerlikowske
2674,2926175,9494,johnson
2675,2926176,34611,ducey
2676,2926177,9494,johnson
2677,2926178,20402,kerlikowske
2678,2926179,9494,johnson
2679,2926180,20402,kerlikowske
2680,2926181,9494,johnson
2681,2926182,20402,kerlikowske
2682,2926183,9494,johnson
2683,2926184,34611,ducey
2684,2926185,9494,johnson
2685,2926186,34611,ducey
2686,2926187,9494,johnson
2687,2926188,20402,kerlikowske
2688,2926189,20402,kerlikowske
2689,2926190,20402,kerlikowske
2690,2926191,20402,kerlikowske
2691,2926192,34612,montgomery
2692,2926193,34612,montgomery
2693,2926194,34612,montgomery
2694,2926195,20402,kerlikowske
2695,2926196,34611,ducey
2696,2926197,9494,johnson
2697,2926198,9494,johnson
2698,2926199,20402,kerlikowske
2699,2926200,34611,ducey
2700,2926201,34611,ducey
2701,2926202,9494,johnson
2702,2926203,20402,kerlikowske
2703,2926204,9494,johnson
2704,2926205,34612,montgomery
2705,2926206,9494,johnson
2706,2926207,34611,ducey
2707,2926208,9494,johnson
2708,2926209,20402,kerlikowske
2709,2926210,9494,johnson
2710,2926211,20402,kerlikowske
2711,2926212,9494,johnson
2712,2926213,34611,ducey
2713,2926214,9494,johnson
2714,2926215,34611,ducey
2715,2926216,9494,johnson
2716,2926217,34611,ducey
2717,2926218,9494,johnson
2718,2926219,9494,johnson
2719,2926220,20402,kerlikowske
2720,2926221,9494,johnson
2721,2926222,20402,kerlikowske
2722,2926223,9494,johnson
2723,2926224,34612,montgomery
2724,2926225,9494,johnson
2725,2926226,34611,ducey
2726,2926227,9494,johnson
2727,2926228,34614,mertz
2728,2926229,10260,taylor
2729,2926230,9494,johnson
2730,2926231,9494,johnson
2731,2926232,9494,johnson
2732,2926233,34614,mertz
2733,2926234,9494,johnson
2734,2926235,10260,taylor
2735,2926236,9494,johnson
2736,2926237,10260,taylor
2737,2926238,9494,johnson
2738,2926239,10260,taylor
2739,2926240,9494,johnson
2740,2926241,10260,taylor
2741,2926242,9494,johnson
2742,2926243,10260,taylor
2743,2926244,9494,johnson
2744,2926245,9494,johnson
2745,2926246,9494,johnson
2746,2926247,9494,johnson
2747,2926248,9494,johnson
2748,2926249,9494,johnson
2749,2926250,34614,mertz
2750,2926251,9494,johnson
2751,2926252,9494,johnson
2752,2926253,9494,johnson
2753,2926254,9494,johnson
2754,2926255,34614,mertz
2755,2926256,9494,johnson
2756,2926257,9494,johnson
2757,2926258,9494,johnson
2758,2926259,9494,johnson
2759,2926260,9494,johnson
2760,2926261,10260,taylor
2761,2926262,9494,johnson
2762,2926263,24982,johnson
2763,2926264,2976,carper
2764,2926265,24982,johnson
2765,2926266,2976,carper
2766,2926267,24982,johnson
2767,2926268,2976,carper
2768,2926269,24982,johnson
2769,2926270,25403,hatchett
2770,2926271,34615,redd
2771,2926272,34616,shea
2772,2926273,34617,firoved
2773,2926274,34618,currie
2774,2926275,24982,johnson
2775,2926276,25403,hatchett
2776,2926277,24982,johnson
2777,2926278,34615,redd
2778,2926279,24982,johnson
2779,2926280,34615,redd
2780,2926281,24982,johnson
2781,2926282,34616,shea
2782,2926283,24982,johnson
2783,2926284,34617,firoved
2784,2926285,24982,johnson
2785,2926286,34618,currie
2786,2926287,24982,johnson
2787,2926288,34616,shea
2788,2926289,24982,johnson
2789,2926290,34616,shea
2790,2926291,24982,johnson
2791,2926292,34616,shea
2792,2926293,24982,johnson
2793,2926294,34616,shea
2794,2926295,24982,johnson
2795,2926296,34616,shea
2796,2926297,24982,johnson
2797,2926298,34616,shea
2798,2926299,24982,johnson
2799,2926300,34617,firoved
2800,2926301,24982,johnson
2801,2926302,34615,redd
2802,2926303,24982,johnson
2803,2926304,34615,redd
2804,2926305,24982,johnson
2805,2926306,34615,redd
2806,2926307,24982,johnson
2807,2926308,34615,redd
2808,2926309,24982,johnson
2809,2926310,34615,redd
2810,2926311,24982,johnson
2811,2926312,34615,redd
2812,2926313,24982,johnson
2813,2926314,34615,redd
2814,2926315,24982,johnson
2815,2926316,34615,redd
2816,2926317,24982,johnson
2817,2926318,34615,redd
2818,2926319,24982,johnson
2819,2926320,34615,redd
2820,2926321,24982,johnson
2821,2926322,34615,redd
2822,2926323,24982,johnson
2823,2926324,34615,redd
2824,2926325,24982,johnson
2825,2926326,24982,johnson
2826,2926327,34615,redd
2827,2926328,24982,johnson
2828,2926329,34615,redd
2829,2926330,24982,johnson
2830,2926331,34615,redd
2831,2926332,24982,johnson
2832,2926333,34615,redd
2833,2926334,24982,johnson
2834,2926335,34615,redd
2835,2926336,24982,johnson
2836,2926337,25403,hatchett
2837,2926338,24982,johnson
2838,2926339,25403,hatchett
2839,2926340,24982,johnson
2840,2926341,25403,hatchett
2841,2926342,34618,currie
2842,2926343,2976,carper
2843,2926344,34618,currie
2844,2926345,2976,carper
2845,2926346,34618,currie
2846,2926347,2976,carper
2847,2926348,25403,hatchett
2848,2926349,2976,carper
2849,2926350,25403,hatchett
2850,2926351,2976,carper
2851,2926352,34615,redd
2852,2926353,2976,carper
2853,2926354,30617,booker
2854,2926355,25403,hatchett
2855,2926356,30617,booker
2856,2926357,25403,hatchett
2857,2926358,30617,booker
2858,2926359,34615,redd
2859,2926360,30617,booker
2860,2926361,34615,redd
2861,2926362,30617,booker
2862,2926363,34615,redd
2863,2926364,30617,booker
2864,2926365,34615,redd
2865,2926366,30617,booker
2866,2926367,34615,redd
2867,2926368,30617,booker
2868,2926369,2976,carper
2869,2926370,20893,peters
2870,2926371,25403,hatchett
2871,2926372,20893,peters
2872,2926373,34615,redd
2873,2926374,20893,peters
2874,2926375,34615,redd
2875,2926376,20893,peters
2876,2926377,34617,firoved
2877,2926378,20893,peters
2878,2926379,2976,carper
2879,2926380,34058,ernst
2880,2926381,34618,currie
2881,2926382,34058,ernst
2882,2926383,25403,hatchett
2883,2926384,34058,ernst
2884,2926385,34616,shea
2885,2926386,34058,ernst
2886,2926387,34617,firoved
2887,2926388,34058,ernst
2888,2926389,34615,redd
2889,2926390,34058,ernst
2890,2926391,2976,carper
2891,2926392,34058,ernst
2892,2926393,2976,carper
2893,2926394,34058,ernst
2894,2926395,2976,carper
2895,2926396,99,portman
2896,2926397,25403,hatchett
2897,2926398,34615,redd
2898,2926399,99,portman
2899,2926400,2976,carper
2900,2926401,34058,ernst
2901,2926402,2976,carper
2902,2926403,34058,ernst
2903,2926404,2976,carper
2904,2926405,34058,ernst
2905,2926406,34616,shea
2906,2926407,34058,ernst
2907,2926408,34616,shea
2908,2926409,34058,ernst
2909,2926410,18403,mccaskill
2910,2926411,34617,firoved
2911,2926412,18403,mccaskill
2912,2926413,34617,firoved
2913,2926414,18403,mccaskill
2914,2926415,25403,hatchett
2915,2926416,18403,mccaskill
2916,2926417,25403,hatchett
2917,2926418,18403,mccaskill
2918,2926419,25403,hatchett
2919,2926420,18403,mccaskill
2920,2926421,25403,hatchett
2921,2926422,18403,mccaskill
2922,2926423,24982,johnson
2923,2926424,18403,mccaskill
2924,2926425,25403,hatchett
2925,2926426,24982,johnson
2926,2926427,25403,hatchett
2927,2926428,18403,mccaskill
2928,2926429,25403,hatchett
2929,2926430,18403,mccaskill
2930,2926431,25403,hatchett
2931,2926432,18403,mccaskill
2932,2926433,25403,hatchett
2933,2926434,18403,mccaskill
2934,2926435,25403,hatchett
2935,2926436,18403,mccaskill
2936,2926437,24982,johnson
2937,2926438,2976,carper
2938,2926439,34616,shea
2939,2926440,2976,carper
2940,2926441,34615,redd
2941,2926442,2976,carper
2942,2926443,34615,redd
2943,2926444,2976,carper
2944,2926445,34615,redd
2945,2926446,2976,carper
2946,2926447,34615,redd
2947,2926448,2976,carper
2948,2926449,24982,johnson
2949,2926450,34615,redd
2950,2926451,24982,johnson
2951,2926452,34615,redd
2952,2926453,24982,johnson
2953,2926454,25403,hatchett
2954,2926455,24982,johnson
2955,2926456,34615,redd
2956,2926457,24982,johnson
2957,2926458,34616,shea
2958,2926459,24982,johnson
2959,2926460,34617,firoved
2960,2926461,24982,johnson
2961,2926462,34618,currie
2962,2926463,24982,johnson
2963,2926464,25821,lankford
2964,2926465,28513,mccabe
2965,2926466,26005,rusco
2966,2926467,25821,lankford
2967,2926468,30657,heitkamp
2968,2926469,25821,lankford
2969,2926470,26005,rusco
2970,2926471,25821,lankford
2971,2926472,28513,mccabe
2972,2926473,25821,lankford
2973,2926474,34058,ernst
2974,2926475,26005,rusco
2975,2926476,34058,ernst
2976,2926477,28513,mccabe
2977,2926478,34058,ernst
2978,2926479,25821,lankford
2979,2926480,30657,heitkamp
2980,2926481,25821,lankford
2981,2926482,26005,rusco
2982,2926483,30657,heitkamp
2983,2926484,28513,mccabe
2984,2926485,30657,heitkamp
2985,2926486,26005,rusco
2986,2926487,30657,heitkamp
2987,2926488,26005,rusco
2988,2926489,30657,heitkamp
2989,2926490,26005,rusco
2990,2926491,30657,heitkamp
2991,2926492,26005,rusco
2992,2926493,30657,heitkamp
