hearing_id,person_id,role
19244,24982,COMMMEMBER
19244,30657,COMMMEMBER
19244,30617,COMMMEMBER
19244,34058,COMMMEMBER
19244,32291,COMMMEMBER
19244,2078,COMMMEMBER
19244,99,COMMMEMBER
19244,1482,WITNESS
19244,31357,WITNESS
19244,34619,WITNESS
19245,1964,COMMMEMBER
19245,2367,COMMMEMBER
19245,2976,COMMMEMBER
19245,18403,COMMMEMBER
19245,18392,COMMMEMBER
19245,20893,COMMMEMBER
19245,25821,COMMMEMBER
19245,27063,COMMMEMBER
19245,25615,COMMMEMBER
19245,24982,COMMMEMBER
19245,30657,COMMMEMBER
19245,30617,COMMMEMBER
19245,34058,COMMMEMBER
19245,32291,COMMMEMBER
19245,2078,COMMMEMBER
19245,99,COMMMEMBER
19245,101,WITNESS
19245,34620,WITNESS
19245,34621,WITNESS
19245,34622,WITNESS
19245,34623,WITNESS
19246,1964,COMMMEMBER
19246,2367,COMMMEMBER
19246,2976,COMMMEMBER
19246,18403,COMMMEMBER
19246,18392,COMMMEMBER
19246,20893,COMMMEMBER
19246,25821,COMMMEMBER
19246,27063,COMMMEMBER
19246,25615,COMMMEMBER
19246,24982,COMMMEMBER
19246,30657,COMMMEMBER
19246,30617,COMMMEMBER
19246,34058,COMMMEMBER
19246,32291,COMMMEMBER
19246,2078,COMMMEMBER
19246,99,COMMMEMBER
19246,34624,WITNESS
19246,34625,WITNESS
